ID,AF,TI,SO,LA,DT,AB,PY
ID1111,"Stevens, Robin; Moray, Nathalie; Bruneel, Johan; Clarysse, Bart",Attention allocation to multiple goals: The case of for-profit social enterprises,STRATEGIC MANAGEMENT JOURNAL,English,Article,"The complexity of issues firms have to attend to make it impossible for CEOs to give their full attention to all issues concurrently. Drawing on the attention-based view of the firm, this paper opens the black box of attention allocation in for-profit social enterprises by showing how attention structures and the context in which the firm operates interplay. Utilizing empirical data on 148 for-profit social enterprises, findings show that the attention structuresother-regarding values, utilitarian identity, and resource availabilityhave a significant impact on the relative attention to social goals, while past firm performance as a context variable moderates these relations. Applying the principles of structural and situated attention, this paper makes an important contribution to management theory and attention allocation in for-profit social enterprises. Copyright (c) 2014 John Wiley & Sons, Ltd.",2015
ID1112,"Dencker, John C.; Gruber, Marc",The effects of opportunities and founder experience on new firm performance,STRATEGIC MANAGEMENT JOURNAL,English,Article,"Much prior research in entrepreneurship has focused on the role of the founder's knowledge in affecting new firm performance. Yet, little is known about how and why the entrepreneurial opportunity itself shapes outcomes in this arena. We begin filling in this critical gap in the literature by examining how the riskiness of the opportunity not only affects start-up performance, but also conditions the relevance of the founder's distinct knowledge endowments. Analyses of a sample of 451 new firms show that the riskier the opportunity, the greater the performance of the start-up, above and beyond founder characteristics. Moreover, the value of founder knowledge is relative to the type of opportunity exploited: high-risk opportunities favor founders with managerial experience, whereas low-risk opportunities favor founders with industry experience. Copyright (c) 2014 John Wiley & Sons, Ltd.",2015
ID1113,"Ioannou, Ioannis; Serafeim, George",The impact of corporate social responsibility on investment recommendations: Analysts' perceptions and shifting institutional logics,STRATEGIC MANAGEMENT JOURNAL,English,Review,"We explore the impact of corporate social responsibility (CSR) ratings on sell-side analysts' assessments of firms' future financial performance. We suggest that when analysts perceive CSR as an agency cost they produce pessimistic recommendations for firms with high CSR ratings. Moreover, we theorize that, over time, the emergence of a stakeholder focus shifts the analysts' perceptions of CSR. Using a large sample of publicly traded U.S. firms over 15 years, we confirm that, in the early 1990s, analysts issue more pessimistic recommendations for firms with high CSR ratings. However, analysts progressively assess these firms more optimistically over time. Furthermore, we find that analysts of highest status are the first to shift the relation between CSR ratings and investment recommendation optimism. Copyright (c) 2014 John Wiley & Sons, Ltd.",2015
ID1114,"Wowak, Adam J.; Mannor, Michael J.; Wowak, Kaitlin D.",Throwing caution to the wind: The effect of CEO stock option pay on the incidence of product safety problems,STRATEGIC MANAGEMENT JOURNAL,English,Article,"Stock options are thought to align the interests of CEOs and shareholders, but scholars have shown that options sometimes lead to outcomes that run counter to what they are meant to achieve. Building on this research, we argue that options promote a lack of caution in CEOs that manifests in a higher incidence of product safety problems. We also posit that this relationship varies across CEOs, and that the effect of options will depend upon CEO characteristics such as tenure and founder status. Analyzing product recall data for a large sample of FDA-regulated companies, we find support for our theory. Copyright (c) 2014 John Wiley & Sons, Ltd.",2015
ID1115,"Pacheco, Desiree F.; Dean, Thomas J.",Firm responses to social movement pressures: A competitive dynamics perspective,STRATEGIC MANAGEMENT JOURNAL,English,Article,"Why do firms respond to social movement pressures differently? This study investigates how the strategic motivation of firms, as captured by competitor activity and market dependence, influences the likelihood of their response to social movement demands. We examine this through a longitudinal analysis of wind power adoption by electric utilities in U.S. deregulated markets. We find that when either competitor actions aligned with movement demands or firm dependence on targeted markets increase, the positive effect of movement activism on firm response diminishes. In contrast, as strategic motivation declines, increases in movement activism become more influential at eliciting firm responses. Copyright (c) 2014 John Wiley & Sons, Ltd.",2015
ID1116,"Ozer, Muammer; Zhang, Wen",The effects of geographic and network ties on exploitative and exploratory product innovation,STRATEGIC MANAGEMENT JOURNAL,English,Article,"Addressing the inconsistent findings in the literature, we first distinguish the type of innovation and study the relationship of industrial clusters with exploitative and exploratory product innovation. Furthermore, we study how focal cluster firms' network ties with their suppliers and buyers in their clusters might moderate these relationships. Our empirical study showed that, while cluster membership enhanced firms' exploitative product innovation, it hindered their exploratory product innovation. Moreover, the results showed that focal cluster firms' network ties with their suppliers and buyers in their clusters strengthened the effects of cluster membership on exploitative product innovation. They also showed that focal cluster firms' network ties with their buyers but not suppliers in their clusters reduced the negative effects of cluster membership on exploratory product innovation. Copyright (c) 2014 John Wiley & Sons, Ltd.",2015
ID1117,"Belenzon, Sharon; Schankerman, Mark",MOTIVATION AND SORTING OF HUMAN CAPITAL IN OPEN INNOVATION,STRATEGIC MANAGEMENT JOURNAL,English,Article,"This paper studies how business models can be designed to tap effectively into open innovation labor markets with heterogeneously motivated workers. Using data on open source software, we show that motivations are diverse, and demonstrate how managers can strategically influence the flow of code contributions and their impact on project performance. Unlike previous literature using survey data, we exploit the observed pattern of project membership and code contributionsthe revealed preference of developersto infer the motivations driving their decision to contribute. Developers strongly sort along key dimensions of the business model chosen by project managers, especially the degree of openness of the project license. The results indicate an important role for intrinsic motivation, reputation, and labor market signaling, and a more limited role for reciprocity. Copyright (c) 2014 John Wiley & Sons, Ltd.",2015
ID1118,"Quigley, Timothy J.; Hambrick, Donald C.","HAS THE ""CEO EFFECT"" INCREASED IN RECENT DECADES? A NEW EXPLANATION FOR THE GREAT RISE IN AMERICA'S ATTENTION TO CORPORATE LEADERS",STRATEGIC MANAGEMENT JOURNAL,English,Article,"We introduce a new explanation for one of the most pronounced phenomena on the American business landscape in recent decades: a dramatic increase in attributions of CEO significance. Specifically, we test the possibility that America's CEOs became seen as increasingly significant because they were, in fact, increasingly significant. Employing variance partitioning methodologies on data spanning 60years and more than 18,000 firm-years, we find that the proportion of variance in performance explained by individual CEOs, or the CEO effect, increased substantially over the decades of study. We discuss the theoretical and practical implications of this finding. Copyright (c) 2014 John Wiley & Sons, Ltd.",2015
ID1119,"Helfat, Constance E.; Peteraf, Margaret A.",MANAGERIAL COGNITIVE CAPABILITIES AND THE MICROFOUNDATIONS OF DYNAMIC CAPABILITIES,STRATEGIC MANAGEMENT JOURNAL,English,Article,"The microfoundations of dynamic capabilities have assumed greater importance in the search for factors that facilitate strategic change. Here, we focus on microfoundations at the level of the individual manager. We introduce the concept of managerial cognitive capability, which highlights the fact that capabilities involve the capacity to perform not only physical but also mental activities. We identify specific types of cognitive capabilities that are likely to underpin dynamic managerial capabilities for sensing, seizing, and reconfiguring, and explain their potential impact on strategic change of organizations. In addition, we discuss how heterogeneity of these cognitive capabilities may produce heterogeneity of dynamic managerial capabilities among top executives, which may contribute to differential performance of organizations under conditions of change. Finally, we propose possible directions for future research. Copyright (c) 2014 John Wiley & Sons, Ltd.",2015
ID1120,"Gupta, Anuja; Hoopes, David G.; Knott, Anne Marie",REDESIGNING ROUTINES FOR REPLICATION,STRATEGIC MANAGEMENT JOURNAL,English,Article,"One factor affecting the replicability of routines is the template of what gets replicated. There isn't much work on where this comes from. One view is that the routine is discovered over time. Another view is that in some cases firms prefer to copy the last incarnation exactly. A third view is that in completely new contexts, neither evolution nor copy-exactly is completely appropriate. In those instances firms need to redesign the routine prior to introducing it to the new context. We conduct an exploratory study of a redesign process that ends in failure. Analysis of the failure provides preliminary hypotheses about how to create theory for redesigning routines. Copyright (c) 2014 John Wiley & Sons, Ltd.",2015
ID1121,"Lim, Elizabeth N. K.",THE ROLE OF REFERENCE POINT IN CEO RESTRICTED STOCK AND ITS IMPACT ON R&D INTENSITY IN HIGH-TECHNOLOGY FIRMS,STRATEGIC MANAGEMENT JOURNAL,English,Article,"Prior work based on agency theory and behavioral agency model has focused on how absolute pay values affect firm outcomes. Departing from this traditional approach, we draw from behavioral decision theory to explain how relative pay levels influence firm risk taking. We investigate how CEO restricted stock value relative to reference point influences R&D intensity in high-technology firms. We propose that negative deviation increases are related to R&D increases and positive deviation increases lead to R&D decreases, while negative deviation has greater effect than positive deviation. We establish theoretical boundary conditions by considering CEO duality and board vigilance as moderators. Drawing from agency theory, we predict the main effects will be enhanced under duality and weakened under high board vigilance. Our hypotheses are largely supported. Copyright (c) 2014 John Wiley & Sons, Ltd.",2015
ID1122,"Chizema, Amon; Liu, Xiaohui; Lu, Jiangyong; Gao, Lan",POLITICALLY CONNECTED BOARDS AND TOP EXECUTIVE PAY IN CHINESE LISTED FIRMS,STRATEGIC MANAGEMENT JOURNAL,English,Article,"Drawing on social comparison theory, this study examines the relationship between politically connected boards and top executive pay. Moreover, given the socialist orientation of China, tests are also carried out to establish the relationship between politically connected directors and pay dispersion across the firm. We find a negative association between politically connected boards and top executive pay. We also find that politically connected boards are negatively associated with pay dispersion, i.e., the higher the number of political directors on the board the smaller the gap between top executive pay and average employee pay. Finally, our study shows that politically connected directors weaken the pay-performance link. These findings have important theoretical, policy, and managerial implications. Copyright (c) 2014 John Wiley & Sons, Ltd.",2015
ID1123,"Zhou, Nan; Guillen, Mauro F.",FROM HOME COUNTRY TO HOME BASE: A DYNAMIC APPROACH TO THE LIABILITY OF FOREIGNNESS,STRATEGIC MANAGEMENT JOURNAL,English,Article,"We argue that the influence of the home country wanes as the firm increases its geographic reach. We introduce the concept of the home base to capture the effect of the set of countries in which the firm operates. We expect the dynamic liability of foreignness defined relative to the home base to be a better predictor than the static liability of foreignness defined relative to the home country. We also expect the diversity of foreign experience to increase foreign market entry. We find support for these hypotheses with data on Chinese listed firms investing abroad between 1991 and 2007. Copyright (c) 2014 John Wiley & Sons, Ltd.",2015
ID1124,"Li, Jiatao; Qian, Cuili; Yao, Fiona K.",CONFIDENCE IN LEARNING: INTER- AND INTRAORGANIZATIONAL LEARNING IN FOREIGN MARKET ENTRY DECISIONS,STRATEGIC MANAGEMENT JOURNAL,English,Article,"From an organizational learning perspective, we argue that the information signaled by the distribution attributes of foreign investors already operating in a location will influence the entry decisions of later arrivals by affecting their level of confidence in imitating. In the context of foreign investment decisions, the proportion of experienced firms in a location was shown to first increase a follower firm's confidence about imitating them, but then to decrease it, due to anticipated competition. The impact of learning from target organizations also varies with the experience of the learning organization. Data on the location choices of 7,478 manufacturing ventures in China by U.S. firms supported the hypotheses. The results provide a more integrated and nuanced understanding of learning in foreign direct investment. Copyright (c) 2014 John Wiley & Sons, Ltd.",2015
ID1125,"Miller, Danny; Xu, Xiaowei; Mehrotra, Vikas",WHEN IS HUMAN CAPITAL A VALUABLE RESOURCE? THE PERFORMANCE EFFECTS OF IVY LEAGUE SELECTION AMONG CELEBRATED CEOs,STRATEGIC MANAGEMENT JOURNAL,English,Article,"We investigate whether and when highly trained human capital constitutes a rent-sustaining resource. Our study of 444 CEOs celebrated on the covers of major U.S. business magazines found an advantage accruing to graduates of selective universities. Such CEOs led firms with higher and more sustained market valuations. The advantage was strongest for undergraduate programs as these related to the kinds of talent demanded of a CEO. The advantage also was greatest in smaller firms where CEO discretion might be highest and for younger CEOs who may benefit most from college and are less able to appropriate rents. Finally, the advantage accrued to graduates of more recent years, when selective schools had become less socially elitist and increasingly meritocratic, thus favoring human versus social capital. Copyright (c) 2014 John Wiley & Sons, Ltd.",2015
ID1126,"Raithel, Sascha; Schwaiger, Manfred",THE EFFECTS OF CORPORATE REPUTATION PERCEPTIONS OF THE GENERAL PUBLIC ON SHAREHOLDER VALUE,STRATEGIC MANAGEMENT JOURNAL,English,Article,"Superior corporate reputations can have strategic value for firms. Of the multiple reputations associated with each firm, we focus on the perceptions of the general public. The public represents the most widely defined stakeholder group but has attracted the least amount of research interest to date. Drawing on data for German firms, this study demonstrates that superior reputation perceptions issued by the general public increase shareholder value, as measured by future stock returns. This study provides a more nuanced understanding for this novel finding. Applying a conceptualization of reputation that balances both its affective and cognitive components, we find that reputation perceptions that are driven by nonfinancial aspects are more value relevant in the future than reputation perceptions that are driven by previous financial performance. Copyright (c) 2014 John Wiley & Sons, Ltd.",2015
ID1127,"Bertrand, Olivier; Capron, Laurence",PRODUCTIVITY ENHANCEMENT AT HOME VIA CROSS-BORDER ACQUISITIONS: THE ROLES OF LEARNING AND CONTEMPORANEOUS DOMESTIC INVESTMENTS,STRATEGIC MANAGEMENT JOURNAL,English,Article,"We examine whether ex post domestic productivity gains accrue to firms making cross-border acquisitions. We argue that cross-border acquisitions can enhance the acquirers' productivity at home, and we posit that these domestic productivity gains will be greater when there are learning opportunities in the target's host country and when contemporaneous domestic productivity-enhancing investments are made by the acquirer in conjunction with the acquisition. These predictions are supported by data drawn from a sample of French acquiring and nonacquiring firms. Our results indicate that cross-border acquisitions and investing in productivity at home are complementary: each makes the other more beneficial to firm productivity. Copyright (c) 2014 John Wiley & Sons, Ltd.",2015
ID1128,"Ganco, Martin; Ziedonis, Rosemarie H.; Agarwal, Rajshree","MORE STARS STAY, BUT THE BRIGHTEST ONES STILL LEAVE: JOB HOPPING IN THE SHADOW OF PATENT ENFORCEMENT",STRATEGIC MANAGEMENT JOURNAL,English,Article,"Competitive advantage often rests on the skills and expertise of individuals who may leave for rival organizations. Although institutional factors like non-compete regimes shape intra-industry mobility patterns, far less is known about firm-specific reputations built through patent enforcement. This study formally models and empirically tests how a firm's prior litigiousness over patents (i.e., its reputation for IP toughness) influences employee mobility. Based on inventor data from the U.S. semiconductor industry, we find that litigiousness not only diminishes the proclivity of inventive workers to job hop to others in the industry, it also shifts the distribution of talent released to the market. The study contributes new insights linking firm-level reputations as tough legal enforcers to the stay versus exit calculus of knowledge workers. Copyright (c) 2014 John Wiley & Sons, Ltd.",2015
ID1129,"Younge, Kenneth A.; Tong, Tony W.; Fleming, Lee",HOW ANTICIPATED EMPLOYEE MOBILITY AFFECTS ACQUISITION LIKELIHOOD: EVIDENCE FROM A NATURAL EXPERIMENT,STRATEGIC MANAGEMENT JOURNAL,English,Article,"This study draws on strategic factor market theory and argues that acquirers' decisions regarding whether to bid for a firm reflect their expectations about employee departure from the firm post-acquisition, suggesting a negative relationship between the anticipated employee departure from a firm and the likelihood of the firm becoming an acquisition target. Using a natural experiment and a difference-in-differences approach, we find causal evidence that constraints on employee mobility raise the likelihood of a firm becoming an acquisition target. The causal effect is stronger when a firm employs more knowledge workers in its workforce and when it faces greater in-state competition; by contrast, the effect is weaker when a firm is protected by a stronger intellectual property regime that mitigates the consequences of employee mobility. Copyright (c) 2014 John Wiley & Sons, Ltd.",2015
ID1130,"Kehoe, Rebecca R.; Tzabbar, Daniel",LIGHTING THE WAY OR STEALING THE SHINE? AN EXAMINATION OF THE DUALITY IN STAR SCIENTISTS' EFFECTS ON FIRM INNOVATIVE PERFORMANCE,STRATEGIC MANAGEMENT JOURNAL,English,Article,"Do star employees enhance or constrain the innovative performance of an organization? Using data from 456 biotechnology firms between 1973 and 2003, we highlight the duality of the effects that stars have on firm performance. We show that while stars positively affect firms' productivity, their presence constrains the emergence of other innovative leaders in an organization. We find that firm productivity and innovative leadership among non-stars in a firm are greatest when a star has broad expertise and collaborates frequently. We offer cross-disciplinary insights into the role of human capital as a source of competitive advantage, suggesting that the value of human capital in a firm is contingent on the mutual dependence inherent in high-status employees' relationships with other individuals in a firm. Copyright (c) 2014 John Wiley & Sons, Ltd.",2015
ID1131,"Blettner, Daniela P.; He, Zi-Lin; Hu, Songcui; Bettis, Richard A.",Adaptive aspirations and performance heterogeneity: Attention allocation among multiple reference points,STRATEGIC MANAGEMENT JOURNAL,English,Article,"Organizations learn and adapt their aspiration levels based on reference points (prior aspiration, prior performance, and prior performance of reference groups). The relative attention that organizations allocate to these reference points impacts organizational search and strategic decisions. However, very little research has explored this. Therefore, we build a recursive feedback model of learning from organizational experience that explains heterogeneity of attention allocation to the reference points in adaptive aspirations. In a sample of the German magazine industry (1972-2010), we find when early in their life cycle and as they or their parent company age, organizations tend to focus more on their own aspirations; however, when at the verge of bankruptcy, they increase their attention to competitors' performance. Copyright (c) 2014 John Wiley & Sons, Ltd.",2015
ID1132,"Damaraju, Naga Lakshmi; Barney, Jay B.; Makhija, Anil K.",REAL OPTIONS IN DIVESTMENT ALTERNATIVES,STRATEGIC MANAGEMENT JOURNAL,English,Article,"This paper examines the implications of real options theory for both the decision to divest a business unit and the mode of divestment. It is shown that the decision to divest a business unit and the decision to engage in staged modes of divestment are both sensitive to uncertainty, consistent with a real options logic. However, in the face of uncertainty, the results suggest that staged forms of governance create real options that are of lesser value as compared to simply not divesting a business unit and also as compared to completely divesting a business unit. Thus, this study shows that firms have real options of varied value to choose from in the context of divestments. Copyright (c) 2014 John Wiley & Sons, Ltd.",2015
ID1133,"Moatti, Valerie; Ren, Charlotte R.; Anand, Jaideep; Dussauge, Pierre",DISENTANGLING THE PERFORMANCE EFFECTS OF EFFICIENCY AND BARGAINING POWER IN HORIZONTAL GROWTH STRATEGIES: AN EMPIRICAL INVESTIGATION IN THE GLOBAL RETAIL INDUSTRY,STRATEGIC MANAGEMENT JOURNAL,English,Article,"Mergers and acquisitions (M&A) and organic growth are two common strategies to achieve horizontal growth. In this study, we disentangle two distinct sources of firm performance corresponding to different theoretical perspectives on firm size: firms' bargaining power with respect to suppliers and customers, and operating efficiency arising from scale economies. We conceptually argue and empirically show that relatively, M&A enhance bargaining power in the short term while organic growth enhances operating efficiency over the long term. In order to disaggregate these effects, we use accounting rather than financial or managerial data and test our predictions in the global retail industry over a 20-year period. We examine implications of these results for sustainability of size-based competitive advantages. Copyright (c) 2014 John Wiley & Sons, Ltd.",2015
ID1134,"Arrfelt, Mathias; Wiseman, Robert M.; McNamara, Gerry; Hult, G. Tomas M.",Examining a key corporate role: The influence of capital allocation competency on business unit performance,STRATEGIC MANAGEMENT JOURNAL,English,Article,"Research on the role of the corporate office in firm performance has focused on establishing how much performance variance can be attributed to a corporate effect, with little attention devoted to understanding how this influence occurs. In this study, we model capital allocation competency as a dynamic managerial capability and find that lower levels of allocation competency in the form of excess investment to business units with relatively poorer future prospects reduce business unit performance. We also find that market conditions affect performance implications of capital allocationallocation competency is more salient in more competitive markets. These results enhance our understanding of how the corporate office influences business unit performance through its role in allocating capital across business units. Copyright (c) 2014 John Wiley & Sons, Ltd.",2015
ID1135,"Madsen, Peter M.; Rodgers, Zachariah J.",LOOKING GOOD BY DOING GOOD: THE ANTECEDENTS AND CONSEQUENCES OF STAKEHOLDER ATTENTION TO CORPORATE DISASTER RELIEF,STRATEGIC MANAGEMENT JOURNAL,English,Article,"Stakeholder theory suggests a relationship between corporate social responsibility (CSR) and corporate financial performance (CFP) because certain stakeholders reward certain types of CSR. This argument assumes that stakeholders attend to firms' CSR activitiesan assumption that has yet to be examined. We fill this gap by extending stakeholder theory to the context of stakeholder attention to firm CSR and exploring the antecedents and consequences of stakeholder attention to corporate disaster relief CSR. We test the resulting hypotheses on a sample of public companies that engaged in natural disaster relief efforts, finding that stakeholder attention partially mediated the relationship between disaster relief and CFP and that stakeholder attention to corporate disaster relief was driven by the legitimacy, urgency, and enactment of disaster relief CSR initiatives. Copyright (c) 2014 John Wiley & Sons, Ltd.",2015
ID1136,"Greve, Henrich R.; Seidel, Marc-David L.",THE THIN RED LINE BETWEEN SUCCESS AND FAILURE: PATH DEPENDENCE IN THE DIFFUSION OF INNOVATIVE PRODUCTION TECHNOLOGIES,STRATEGIC MANAGEMENT JOURNAL,English,Article,"The wide variation in the success of innovations obscures similarities in the process of firms being influenced by other firms when choosing production technology. We argue that diffusion processes are similar across successful and failed innovations. Production asset innovation success results not only from innovation quality differencesearly chance events and subsequent path dependence are also intrinsic to diffusion processes. Thus, diffusion processes do not reliably spread the best innovations, producing competitive advantage for firms with an early lead producing innovations and firms adopting high-quality innovations. We test these predictions quantitatively by analyzing the diffusion of the DC-10 and L-1011 airplanes, and find support for our theory linking the social information provided by firm adoptions to the success of innovative production technologies. Copyright (c) 2014 John Wiley & Sons, Ltd.",2015
ID1137,"Harmon, Derek J.; Kim, Peter H.; Mayer, Kyle J.",BREAKING THE LETTER VS. SPIRIT OF THE LAW: HOW THE INTERPRETATION OF CONTRACT VIOLATIONS AFFECTS TRUST AND THE MANAGEMENT OF RELATIONSHIPS,STRATEGIC MANAGEMENT JOURNAL,English,Article,"Contract violations are ubiquitous. There has been little attention, however, dedicated to understanding the mechanisms involved in making sense of and addressing such occurrences. Two experimental studies investigated how people interpret contract violations and how these interpretations affect trust and the management of relationships. By drawing on the distinction between violations of the letter versus spirit of the law, we show that letter violations are more difficult to overcome than spirit violations, due to higher perceived intentionality. These effects generalized across different populations, levels of contracting experience, types of contracting contexts, levels of ambiguity within the contract, and degrees of contract complexity. The results yield important implications for understanding contract violations, trust, and organizational responses as a relationship management capability. Copyright (c) 2014 John Wiley & Sons, Ltd.",2015
ID1138,"Kim, Heechun; Hoskisson, Robert E.; Lee, Seung-Hyun","WHY STRATEGIC FACTOR MARKETS MATTER: ""NEW"" MULTINATIONALS' GEOGRAPHIC DIVERSIFICATION AND FIRM PROFITABILITY",STRATEGIC MANAGEMENT JOURNAL,English,Article,"This study examines firm profitability differences among new multinational enterprises (NMNEs) pursuing geographic diversification into two distinct types of geographic locations based on the development of strategic factor markets. Building on strategic factor markets theory, we propose that firm-specific advantages of NMNEs contribute differentially to firm profitability because they evolve differently given strategic factor market differences in host compared to home countries. Using a sample of Korean manufacturing MNEs during the 1993-2003 period, we find that geographic diversification into resource-poorer host countries has a positive relationship with firm profitability, whereas geographic diversification into resource-richer host countries has a U-shaped relationship with firm profitability. Our study demonstrates why strategic factor marketsan important and often overlooked contextual factormatter in exploring rationales for geographic diversification. Copyright (c) 2014 John Wiley & Sons, Ltd.",2015
ID1139,"Jarzabkowski, Paula; Kaplan, Sarah","STRATEGY TOOLS-IN-USE: A FRAMEWORK FOR UNDERSTANDING ""TECHNOLOGIES OF RATIONALITY"" IN PRACTICE",STRATEGIC MANAGEMENT JOURNAL,English,Article,"In response to critiques of strategy tools as unhelpful or potentially dangerous for organizations, we suggest casting a sociological eye on how tools are actually mobilized by strategy makers. In conceptualizing strategy tools as tools-in-use, we offer a framework for examining the ways that the affordances of strategy tools and the agency of strategy makers interact to shape how and when tools are selected and applied. Further, rather than evaluating the correct or incorrect use of tools, we highlight the variety of outcomes that result, not just for organizations but also for the tools and the individuals who use them. We illustrate this framework with a vignette and propose an agenda and methodological approaches for further scholarship on the use of strategy tools. Copyright (c) 2014 John Wiley & Sons, Ltd.",2015
ID1140,"Cusumano, Michael A.; Kahl, Steven J.; Suarez, Fernando F.","SERVICES, INDUSTRY EVOLUTION, AND THE COMPETITIVE STRATEGIES OF PRODUCT FIRMS",STRATEGIC MANAGEMENT JOURNAL,English,Article,"Services of different types have become increasingly important for product firms. While these firms mainly focus on products, managers and researchers lack a comprehensive framework to understand when to make significant investments in particular kinds of services. We identify three categories of product-related services from a product firmsmoothing and adapting services, which complement products, and substitution services, which enable customers to pay for the use of a product without buying the product itself. We develop propositions about the relative level of these different kinds of servicesvis-a-visindustry evolution, as well as suggest how these services affect industry structure. We draw upon various literatures, though we conclude that the relationship between products and services is more complex and richer than any one literature suggests. Copyright (c) 2014 John Wiley & Sons, Ltd.",2015
ID1141,"Xia, Fan; Walker, Gordon",HOW MUCH DOES OWNER TYPE MATTER FOR FIRM PERFORMANCE? MANUFACTURING FIRMS IN CHINA 1998-2007,STRATEGIC MANAGEMENT JOURNAL,English,Article,"Who owns the firm (the state, private ownership, foreign investors) has long been an important topic for research on organizations. This paper estimates how much ownership contributes to firm performance, compared to other factors, including industry, region, firm size, year, and the firm itself. The data are on manufacturing firms in mainland China from 1998 to 2007. We find that the effect of owner type is significant and pervasive across regions and interacts with both geography and time, reflecting China's decentralized system and the strong trend in privatization. Copyright (c) 2014 John Wiley & Sons, Ltd.",2015
ID1142,"Tortoriello, Marco",THE SOCIAL UNDERPINNINGS OF ABSORPTIVE CAPACITY: THE MODERATING EFFECTS OF STRUCTURAL HOLES ON INNOVATION GENERATION BASED ON EXTERNAL KNOWLEDGE,STRATEGIC MANAGEMENT JOURNAL,English,Article,"Building on absorptive capacity and social network research, in this paper I investigate how individuals inside the organization use external knowledge to generate innovations. Through original sociometric data collected from 276 scientists, researchers, and engineers from the Research and Development division of a large multinational high-tech company, I show that the effects of external knowledge on individuals' innovativeness are contingent upon individuals' position in the internal social structure. In particular, results indicate that the positive effects of external knowledge on innovation generation become more positive when individuals sourcing external knowledge span structural holes in the internal knowledge-sharing network. Copyright (c) 2013 John Wiley & Sons, Ltd.",2015
ID1143,"Manikandan, K. S.; Ramachandran, J.","BEYOND INSTITUTIONAL VOIDS: BUSINESS GROUPS, INCOMPLETE MARKETS, AND ORGANIZATIONAL FORM",STRATEGIC MANAGEMENT JOURNAL,English,Article,"We extend the institutional voids perspective on business groups by examining the value-adding potential of two of the characteristic features of business groups: their diverse portfolio and multi-entity organizational form. We maintain that portfolio diversity affords affiliates privileged access to opportunities hidden by incomplete strategic factor markets. We hypothesize that the multi-entity organizational form enables superior sensing and seizing of these growth opportunities by affiliate firms. We further suggest that, in the context of institutional reforms, these characteristics strengthen business group affiliates' ability to capitalize on the expanded set of opportunities made available by the reform program. Empirical analyses on a sample of Indian firms over the period 1994-2010 support our hypotheses. Implications for theory and future directions are discussed. Copyright (c) 2013 John Wiley & Sons, Ltd.",2015
ID1144,"Ridge, Jason W.; Aime, Federico; White, Margaret A.",WHEN MUCH MORE OF A DIFFERENCE MAKES A DIFFERENCE: SOCIAL COMPARISON AND TOURNAMENTS IN THE CEO'S TOP TEAM,STRATEGIC MANAGEMENT JOURNAL,English,Article,"We integrate the seemingly contradictory theoretical predictions of behavioral and economic perspectives about the relationship between pay disparity and firm performance and show that tournament and social comparison theories are more supplementary than contradictory in nature. Our results show that high levels of firm performance will be found around either meaningfully low or meaningfully high levels of pay disparity. Additional findings indicate that this curvilinear relationship is weakened in the presence of both an heir apparent and high CEO power, and strengthened when top management team members are more eligible as CEOs. These findings suggest that factors that increase or inhibit social comparison or tournament perceptions among TMT members play a role in the strength of the curvilinear relationship between pay disparity and firm performance. Copyright (c) 2013 John Wiley & Sons, Ltd.",2015
ID1145,"Laureiro-Martinez, Daniella; Brusoni, Stefano; Canessa, Nicola; Zollo, Maurizio",UNDERSTANDING THE EXPLORATION-EXPLOITATION DILEMMA: AN fMRI STUDY OF ATTENTION CONTROL AND DECISION-MAKING PERFORMANCE,STRATEGIC MANAGEMENT JOURNAL,English,Article,"This paper studies the cognitive processes that enable decision makers to switch between exploitation and exploration. We use functional magnetic resonance imaging (fMRI) in a sample of expert decision makers to make two main contributions. First, we identify and contrast the specific brain regions and cognitive processes associated with exploitation and exploration decisions. Exploitation activates regions associated with reward seeking, which track and evaluate the value of current choices, while exploration relies on regions associated with attentional control, tracking the value of alternative choices. Second, we propose and test the idea that stronger activation of the brain circuits related to attentional control allows individuals to achieve better decision-making performance as a result. We discuss the implications of these results for strategic management research and practice. Copyright (c) 2013 John Wiley & Sons, Ltd",2015
ID1146,"Diestre, Luis; Rajagopalan, Nandini; Dutta, Shantanu",CONSTRAINTS IN ACQUIRING AND UTILIZING DIRECTORS' EXPERIENCE: AN EMPIRICAL STUDY OF NEW-MARKET ENTRY IN THE PHARMACEUTICAL INDUSTRY,STRATEGIC MANAGEMENT JOURNAL,English,Article,"In this study we provide evidence that firms considering entering new markets are more likely to appoint directors with experience in those markets; and subsequently, we show that directors' market experience increases the likelihood of new-market entry. Moreover, we explore the presence of constraints in both, acquiring experienced directors and utilizing their experience. Specifically, we find that experienced directors are less likely to join firms with financial restatements in the recent past as well as firms with a lower status than the firms where they currently serve. In addition, we find that interlocking directors' experience is less likely to lead to new-market entry for firms that lack new-product development experience and that exhibit a high level of market overlap with interlocked firms. Copyright (c) 2013 John Wiley & Sons, Ltd.",2015
